source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'BusinessLine'}",Sindhu Hariharan,IT services giant TCS takes an AI-led avatar,"TCS transforms into an AI-led technology services leader, utilizing its Cincinnati hub for innovation, talent, and client solutions.",https://www.thehindubusinessline.com/business-tech/it-services-giant-tcs-takes-an-ai-led-avatar/article71214894.ece,https://bl-i.thgim.com/public/incoming/9zw5p8/article71214895.ece/alternates/LANDSCAPE_1200/BL1307_Quantum_Exterior.jpg,2026-07-12 17:43:44+00:00,"As information technology (IT) services firms navigate a stormy AI terrain, industry bellwether Tata Consultancy Services is focused on transforming not just its clients businesses but also its own.… [+3102 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,M-cap of five of top 10 most valued firms jumps Rs 1.54 lakh cr; TCS biggest winner,"Last week marked a significant uplift in the market valuation of five of the top 10 firms, appreciating by Rs 1.54 lakh crore. Tata Consultancy Services claimed the spotlight, boosting its valuation by Rs 72,072.3 crore. ICICI Bank and Reliance Industries als…",https://economictimes.indiatimes.com/markets/stocks/news/m-cap-of-five-of-top-10-most-valued-firms-jumps-rs-1-54-lakh-cr-tcs-biggest-winner/articleshow/132490890.cms,"https://img.etimg.com/thumb/msid-132490890,width-1200,height-630,imgsize-25428,overlay-etmarkets/articleshow.jpg",2026-07-19 06:46:18+00:00,"The combined market valuation of five of the top-10 most valued firms jumped Rs 1.54 lakh crore last week, with IT major TCS emerging as the biggest winner, in line with a positive trend in equities.… [+2213 chars]"
"{'id': None, 'name': 'Livemint'}","Jas Bardia, Varun Sood","TCS reshuffles top ranks, reorganizes business units amid growth push","Tata Consultancy Services Ltd has initiated a major leadership overhaul, shifting around a dozen senior executives to enhance accountability and growth after its first revenue decline since FY26. The company's restructuring includes new business segments and …",https://www.livemint.com/companies/tcs-reshuffles-top-ranks-reorganizes-business-units-amid-growth-push-11783833390817.html,https://www.livemint.com/lm-img/img/2026/07/12/1600x900/logo/2-0-279289928-TCS-0_1680501250597_1783862553844_f15a0fc2-0c19-4693-8e1b-40c00dd21773.JPG,2026-07-12 13:42:58+00:00,"In response to Mints queries on 8 July, a TCS spokesperson said the company regularly reviews and refines its leadership structure and roles as part of ongoing efforts to strengthen the organization,… [+5418 chars]"
"{'id': None, 'name': 'BusinessLine'}",PTI,TCS opens AI-focused Gemini experience centre in Kolkata,TCS launches its third AI-focused Gemini Experience Centre in Kolkata to drive innovation in consumer businesses with Google Cloud.,https://www.thehindubusinessline.com/info-tech/tcs-opens-ai-focused-gemini-experience-centre-in-kolkata/article71229078.ece,https://bl-i.thgim.com/public/incoming/bepae6/article71229160.ece/alternates/LANDSCAPE_1200/2025-01-12T065939Z_1904856582_RC2NF5AGV9A9_RTRMADP_3_TCS-RECOVERY-INTERVIEW.JPG,2026-07-16 08:50:09+00:00,Tata Consultancy Services on Thursday launched a Gemini Experience Centre (GEC) in Kolkata in collaboration with Google Cloud to showcase artificial intelligence-led innovations for consumer business… [+1447 chars]
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,"Tata Consultancy Services plans up to 8,900 AI deployment engineers, seeks AI acquisitions",Tata Consultancy Services is building a large team of forward-deployed engineers. The company is also actively seeking artificial intelligence acquisitions. This strategy aims to create new business opportunities rather than disrupt outsourcing. TCS believes …,https://economictimes.indiatimes.com/tech/artificial-intelligence/tata-consultancy-services-plans-up-to-8900-ai-deployment-engineers-seeks-ai-acquisitions/articleshow/132343064.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-49158,resizemode-75,msid-132343064/tech/artificial-intelligence/tata-consultancy-services-plans-up-to-8900-ai-deployment-engineers-seeks-ai-acquisitions.jpg",2026-07-12 08:55:15+00:00,"Tata Consultancy Services is building a team of up to 8,900 forward-deployed engineers and hunting for AI acquisitions as it bets artificial intelligence will create new business rather than undermin… [+2473 chars]"
"{'id': None, 'name': 'BusinessLine'}",Reuters,"TCS Q1 results: Net profit at ₹13,349 crore, revenue beats estimates","TCS reported Q1 profit of ₹13,349 crore, revenue of ₹72,275 crore, a $9.5 billion order book, $2.6 billion AI revenue and declared a ₹12 dividend.",https://www.thehindubusinessline.com/info-tech/tcs-q1-results-revenue-rises-14-to-72275-crore/article71201917.ece,https://bl-i.thgim.com/public/incoming/ldjtf6/article71087834.ece/alternates/LANDSCAPE_1200/2026-06-11T053132Z_1146586613_RC2NF5A3UH8N_RTRMADP_3_TCS-AI-ANTHROPIC.JPG,2026-07-09 10:52:26+00:00,"Indias top software services exporter Tata Consultancy Services reported a bigger-than-expected rise in first-quarter revenue on Thursday, helped by higher technology spending by banking clients and … [+1636 chars]"
"{'id': None, 'name': 'Microsoft.com'}",Tina Schuchman,Frontier models and production agents: Advancing Microsoft Foundry for the agentic era,"Introducing OpenAI's latest frontier model series, the Asia Pacific Data Zone, and product agent capabilities, all generally available in Microsoft Foundry.
The post Frontier models and production agents: Advancing Microsoft Foundry for the agentic era appear…",https://azure.microsoft.com/en-us/blog/frontier-models-and-production-agents-advancing-microsoft-foundry-for-the-agentic-era/,https://azure.microsoft.com/en-us/blog/wp-content/uploads/2026/07/Foundry_7-9_GA-1.jpg,2026-07-09 17:00:00+00:00,"What’s new todayGPT5.6 is generally available in Microsoft Foundry, alongside the Asia-Pacific Data Zone, and hosted agents in Foundry Agent Service.
AI only creates value when it shows up in real s… [+13559 chars]"
"{'id': 'bloomberg', 'name': 'Bloomberg'}",Bloomberg,Shapoorji refinancing delays spur some bondholders to seek exit,"An investment unit of the infrastructure conglomerate has recently been asking creditors to allow it to delay the repayment of the notes with ₹8,343 crore ($884 million) outstanding that mature this month",https://www.bloomberg.com/news/articles/2026-06-29/shapoorji-refinancing-delays-spur-some-bondholders-to-seek-exit,https://bl-i.thgim.com/public/incoming/xvbpkb/article71160027.ece/alternates/LANDSCAPE_1200/IMG_Shapoorji_Pallonji_a_2_1_7UBN4RP9.jpg,2026-06-29 04:15:33+00:00,"Some bondholders of Shapoorji Pallonji Group, Indias largest private credit borrower, are attempting to sell debt linked to one of its units as prolonged refinancing talks test investor patience, peo… [+2757 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"How TCS, India's biggest IT company, will transform New York's JFK Airport's New Terminal One","New Terminal One at JFK Airport has partnered with Tata Consultancy Services.  This collaboration aims to create the world's most advanced airport experience.  TCS will provide intelligent, digitally-enabled guest services and cost efficiencies.  The partners…",https://economictimes.indiatimes.com/news/india/how-tcs-indias-biggest-it-company-will-transform-new-yorks-jfk-airports-new-terminal-one/articleshow/132385800.cms,"https://img.etimg.com/thumb/msid-132386290,width-1200,height-630,imgsize-764665,overlay-economictimes/articleshow.jpg",2026-07-14 08:54:30+00:00,Tata Consultancy Services (TCS) has partnered with New Terminal One at John F. Kennedy International Airport (JFK) to develop technology solutions for the airport's new terminal. The collaboration wi… [+2268 chars]
"{'id': None, 'name': 'BusinessLine'}",PTI,"Mcap of 6 of top-10 most valued firms surges ₹1 lakh cr; Airtel, Bajaj Fin top winners","Markets ended the week on a firm footing, supported by resilient domestic macroeconomic indicators, healthy GST collections and improving industrial activity",https://www.thehindubusinessline.com/markets/mcap-of-6-of-top-10-most-valued-firms-surges-1-lakh-cr-airtel-bajaj-fin-top-winners/article71185292.ece,https://bl-i.thgim.com/public/incoming/rp8nr1/article71185304.ece/alternates/LANDSCAPE_1200/IMG_PO29_Blue_money_2_1_BPEIIEMK.jpg,2026-07-05 07:13:31+00:00,"The combined market valuation of 6 of the top-10 most valued firms surged by 1 lakh crore last week, with Bharti Airtel and Bajaj Finance emerging as the biggest gainers, amid a largely positive tren… [+1662 chars]"
"{'id': None, 'name': 'PRNewswire'}",Unknown,LatentView Analytics Appoints Sonal Ramrakhiani as Chief Executive Officer to Accelerate Global AI-Led Growth,"Seasoned technology and growth leader to drive LatentView's next chapter; Rajan Sethuraman continues as Strategic Advisor to CEO to ensure seamless leadership transition. SAN JOSE, Calif., July 15, 2026 /PRNewswire/ -- Latent View Analytics Limited (BSE: 5435…",https://www.prnewswire.com/news-releases/latentview-analytics-appoints-sonal-ramrakhiani-as-chief-executive-officer-to-accelerate-global-ai-led-growth-302826611.html,https://mmx.prnewswire.com/media/MS1883610/LatentView-Sonal-Ramrakhiani.jpg?id=OA2765039&p=facebook,2026-07-15 18:00:00+00:00,"Seasoned technology and growth leader to drive LatentView's next chapter; Rajan Sethuraman continues as Strategic Advisor to CEO to ensure seamless leadership transition.
SAN JOSE, Calif., July 15, … [+5915 chars]"
"{'id': None, 'name': 'DevOps.com'}",Mike Vizard,IBM and Red Hat Launch Lightwell Catalog to Automate Remediation,"IBM and Red Hat have officially launched the Lightwell Network, a major initiative aimed at tackling decades of technical debt. With AI models now capable of identifying and exploiting vulnerabilities in hours, this service provides automated remediation for …",https://devops.com/ibm-and-red-hat-launch-lightwell-catalog-to-automate-remediation/,https://devops.com/wp-content/uploads/2026/07/IBMRedHat2.jpg,2026-07-09 20:52:53+00:00,"IBM and Red Hat this week revealed that Lightwell Network, a catalog of more than 6,500 application-layer dependencies that drives an automated vulnerability remediation service, is now generally ava… [+4255 chars]"
"{'id': None, 'name': 'BusinessLine'}",Vallari Sanzgiri,TCS Q1 preview: Brokerages estimate sharp dip in margins due to wage hikes and flattish revenue,"Analysts estimate EBIT margins could contract by 140-160 bps sequentially, primarily due to company-wide wage revisions implemented during the quarter, as well as a revenue shortfall.",https://www.thehindubusinessline.com/info-tech/tcs-q1-preview-brokerages-estimate-sharp-dip-in-margins-due-to-wage-hikes-and-flattish-revenue/article71196604.ece,https://bl-i.thgim.com/public/incoming/qh12rd/article71196764.ece/alternates/LANDSCAPE_1200/2026-04-09T103339Z_28995294_RC2NF5AQK6I9_RTRMADP_3_TCS-RESULTS.JPG,2026-07-08 05:43:20+00:00,"Brokerage firms expect Tata Consultancy Services (TCS) to report a decline in margins in the first quarter of FY27 along with largely flat revenue growth.
Analysts estimate EBIT margins could contra… [+2414 chars]"
"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,Singapore Expands IT Services Market with Record R&D Investments and Deep Tech Initiatives,"Singapore's IT services market offers growth in AI, cloud, and telecom sectors, driven by strong governmental digitalization efforts and a shift towards cloud-based solutions. The focus on deep tech, AI, and next-gen connectivity enhances opportunities in pro…",https://www.globenewswire.com/news-release/2026/07/06/3322350/28124/en/Singapore-Expands-IT-Services-Market-with-Record-R-amp-D-Investments-and-Deep-Tech-Initiatives.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2026-07-06 11:41:00+00:00,"Dublin, July 06, 2026 (GLOBE NEWSWIRE) -- The ""Singapore IT Services Market 2025-2031"" has been added to ResearchAndMarkets.com's offering.
Singapore's IT services market has witnessed significant g… [+11733 chars]"
"{'id': None, 'name': 'PRNewswire'}",Unknown,"F1R3FLY Joins the Tata Consultancy Services Alliance Ecosystem, Bringing Concurrent, Mathematically Secure Computing to TCS's Global Enterprise Client Base","LONDON, July 27, 2026 /PRNewswire/ -- F1R3FLY Limited (""F1R3FLY""), the London-headquartered developer of the rho-calculus concurrent-computing platform, announced that it has joined the Tata Consultancy Services (""TCS"") Alliances and Partnerships ecosystem. T…",https://www.prnewswire.com/news-releases/f1r3fly-joins-the-tata-consultancy-services-alliance-ecosystem-bringing-concurrent-mathematically-secure-computing-to-tcss-global-enterprise-client-base-302834268.html,No Image,2026-07-27 06:00:00+00:00,"LONDON, July 27, 2026 /PRNewswire/ -- F1R3FLY Limited (""F1R3FLY""), the London-headquartered developer of the rho-calculus concurrent-computing platform, announced that it has joined the Tata Consulta… [+5697 chars]"
"{'id': None, 'name': 'PRNewswire'}",Unknown,"F1R3FLY Joins the Tata Consultancy Services Alliance Ecosystem, Bringing Concurrent, Mathematically Secure Computing to TCS's Global Enterprise Client Base","LONDON, July 27, 2026 /PRNewswire/ -- F1R3FLY Limited (""F1R3FLY""), the London-headquartered developer of the rho-calculus concurrent-computing platform, announced that it has joined the Tata Consultancy Services (""TCS"") Alliances and Partnerships ecosystem. T…",https://www.prnewswire.com/news-releases/f1r3fly-joins-the-tata-consultancy-services-alliance-ecosystem-bringing-concurrent-mathematically-secure-computing-to-tcss-global-enterprise-client-base-302834262.html,No Image,2026-07-27 06:00:00+00:00,"LONDON, July 27, 2026 /PRNewswire/ -- F1R3FLY Limited (""F1R3FLY""), the London-headquartered developer of the rho-calculus concurrent-computing platform, announced that it has joined the Tata Consulta… [+5721 chars]"
"{'id': None, 'name': 'BusinessLine'}",KS Badri Narayanan,"Positive opening seen for Nifty, Sensex","Indian markets set for a positive opening, bolstered by FPI buying and firm Asian stocks amid mixed global cues",https://www.thehindubusinessline.com/markets/positive-opening-seen-for-nifty-sensex/article71200766.ece,https://bl-i.thgim.com/public/incoming/qhulyx/article71196709.ece/alternates/LANDSCAPE_1200/PO01_Trading.jpg,2026-07-09 02:20:08+00:00,Indian markets are likely to see a flat-to-positive opening on Thursday amid mixed global cues. All eyes will be on Tata Consultancy Services results that will be out post market hours. Analysts esti… [+2440 chars]
"{'id': None, 'name': 'BusinessLine'}",Vallari Sanzgiri,Macroeconomic uncertainty weighs on TCS across geographies and business verticals,"However for the consumer business or retail, management flagged a combination of inflationary pressures and ongoing geopolitical uncertainties are impacting discretionary spend.",https://www.thehindubusinessline.com/companies/macroeconomic-uncertainty-weighs-on-tcs-across-geographies-and-business-verticals/article71203561.ece,https://bl-i.thgim.com/public/incoming/e6qc1u/article71203652.ece/alternates/LANDSCAPE_1200/2026-04-06T064249Z_137221700_RC2P56AJYW9G_RTRMADP_3_INDIA-IT-RESULTS-PREVIEW.JPG,2026-07-09 16:35:55+00:00,"Tata Consultancy Services (TCS) reported mixed market and vertical performance during the first quarter of FY27, owing to macroeconomic and geopolitical headwinds.
All vertical segments of TCS, asid… [+2564 chars]"
"{'id': None, 'name': 'BusinessLine'}",Sindhu Hariharan,Anthropic launches India pricing for Claude AI Pro and Max plans,"Anthropic introduces India pricing for Claude AI Pro and Max plans with GST-inclusive billing, underscoring its focus on one of its fastest-growing global markets.",https://www.thehindubusinessline.com/info-tech/anthropic-launches-india-pricing-for-claude-ai-pro-and-max-plans/article71220165.ece,https://bl-i.thgim.com/public/incoming/up4xjh/article71220196.ece/alternates/LANDSCAPE_1200/2026-07-06T200422Z_138632648_RC2UNLA58O2R_RTRMADP_3_ANTHROPIC-MYTHOS-CISA.JPG,2026-07-14 06:58:52+00:00,AI major Anthropic has started rolling out pricing in Indian currency for users in one of its key markets. Users of Claude are now seeing Indian pricing for Anthropics AI chatbot across its Pro and M… [+2285 chars]
"{'id': None, 'name': 'BusinessLine'}",Reuters,"Indian IT earnings preview: AI, weak demand and geopolitics cloud outlook","Currency gains are expected to mask weak operational performance, as India’s leading IT companies are likely to post constant-currency revenue growth of under 3% in the June quarter",https://www.thehindubusinessline.com/markets/stock-markets/indian-it-earnings-preview-ai-weak-demand-and-geopolitics-cloud-outlook/article71188797.ece,https://bl-i.thgim.com/public/incoming/3oegl8/article70992979.ece/alternates/LANDSCAPE_1200/CCI_UDHindu_KSL_URG4JALVJ_R1535296713_4_aca1029c-da33-4f19-8045-77403e4e6597.jpg,2026-07-06 10:57:02+00:00,"India's top information
technology companies are expected to report another subdued
quarter, as AI-driven pricing pressure, weak client spending,
and global geopolitical turmoil continue to weigh … [+2398 chars]"
"{'id': None, 'name': 'BusinessLine'}",PTI,Mcap of nine of top-10 most valued firms erodes by Rs 2.74 lakh cr; HDFC Bank takes biggest hit,"Banking stocks emerged as the biggest drag following mixed Q1 FY27 earnings, while a risk-off environment and weakness in the rupee further curtailed buying interest",https://www.thehindubusinessline.com/markets/mcap-of-nine-of-top-10-most-valued-firms-erodes-by-rs-274-lakh-cr-hdfc-bank-takes-biggest-hit/article71268854.ece,https://bl-i.thgim.com/public/incoming/1jrtsw/article71268886.ece/alternates/LANDSCAPE_1200/RBI-eases-lendeGF5EMQ1FB.4.jpg.jpg,2026-07-26 08:01:38+00:00,"The combined market valuation of nine of the top-10 most valued firms eroded by 2.74 lakh crore last week, in tandem with a bearish trend in equities, with HDFC Bank taking the biggest hit.
Last wee… [+2019 chars]"
"{'id': 'the-next-web', 'name': 'The Next Web'}",Ana-Maria Stanciuc,"HCLTech wins $1.14bn deal with a European firm, its biggest since 2023","HCLTech has signed a $1.14 billion contract with a major European company, the Indian IT services group said Thursday, in what is its largest single deal since a $2.1 billion agreement with Verizon in August 2023. The client is described only as a Fortune Glo…",https://thenextweb.com/news/hcltech-wins-1-14-billion-deal-european-firm/,https://media.thenextweb.com/2026/07/HCLTech.avif,2026-07-03 09:22:37+00:00,"HCLTech has signed a $1.14 billion contract with a major European company, the Indian IT services group said Thursday, in what is its largest single deal since a $2.1 billion agreement with Verizon i… [+3973 chars]"
"{'id': None, 'name': 'PRNewswire'}",Unknown,"F1R3FLY tritt dem Allianz-Ökosystem von Tata Consultancy Services bei und bringt paralleles, mathematisch sicheres Computing zu den globalen Unternehmenskunden von TCS","LONDON, 27. Juli 2026 /PRNewswire/ -- F1R3FLY Limited („F1R3FLY""), der in London ansässige Entwickler der auf dem Rho-Kalkül basierenden Plattform für paralleles Rechnen, gab heute bekannt, dass das Unternehmen dem Allianz- und Partnerschaftsökosystem von Tat…",https://www.prnewswire.com/news-releases/f1r3fly-tritt-dem-allianz-okosystem-von-tata-consultancy-services-bei-und-bringt-paralleles-mathematisch-sicheres-computing-zu-den-globalen-unternehmenskunden-von-tcs-302834611.html,No Image,2026-07-27 06:00:00+00:00,"LONDON, 27. Juli 2026 /PRNewswire/ -- F1R3FLY Limited (F1R3FLY""), der in London ansässige Entwickler der auf dem Rho-Kalkül basierenden Plattform für paralleles Rechnen, gab heute bekannt, dass das U… [+6861 chars]"
"{'id': None, 'name': 'Livemint'}","Shouvik Das, Yadukrishna C S","New incentive scheme cheers Indian phonemakers, stocks rally","Indian electronics manufacturing services see the Centre's new ₹62,500-crore incentive scheme boosting their margins. &nbsp;",https://www.livemint.com/industry/manufacturing/mobile-phone-manufacturing-scheme-mpms-ems-stocks-dixon-electronics-incentives-pli-11784204713180.html,https://www.livemint.com/lm-img/img/2026/07/16/1600x900/logo/im-894420_1702018696316_1784211310788_c4cbd5a5-95cd-4692-869d-dd02383efd7a.jpg,2026-07-16 14:16:58+00:00,"Dixon Technologies (India) Ltd, Syrma SGS Technology Ltd, Kaynes Technology India Ltd and Amber Enterprises India Ltdfour of India's largest listed EMS firmsgained 6.1%, 1.5%, 3% and 2%, respectively… [+4851 chars]"
"{'id': None, 'name': 'PRNewswire'}",Unknown,"F1R3FLY rejoint l'écosystème de l'Alliance Tata Consultancy Services, apportant ainsi des solutions informatiques concurrentes et mathématiquement sécurisées à la clientèle mondiale de TCS composée d'entreprises","LONDRES, 27 juillet 2026 /PRNewswire/ -- F1R3FLY Limited (« F1R3FLY »), société basée à Londres et développeur de la plateforme de calcul concurrent basé sur le calcul rho, a annoncé avoir rejoint l'écosystème « Alliances and Partnerships » de Tata Consultanc…",https://www.prnewswire.com/news-releases/f1r3fly-rejoint-lecosysteme-de-lalliance-tata-consultancy-services-apportant-ainsi-des-solutions-informatiques-concurrentes-et-mathematiquement-securisees-a-la-clientele-mondiale-de-tcs-composee-dentreprises-302834270.html,No Image,2026-07-27 06:00:00+00:00,"LONDRES, 27 juillet 2026 /PRNewswire/ -- F1R3FLY Limited (« F1R3FLY »), société basée à Londres et développeur de la plateforme de calcul concurrent basé sur le calcul rho, a annoncé avoir rejoint l'… [+7180 chars]"
"{'id': None, 'name': 'Economictimes.com'}",Economic Times,"Q1 Results Earnings Live Updates: Wipro, Tech Mahindra, Jio Financial among 41 firms to report June quarter earnings today",Q1 Results Today Live: Corporate earnings are set to grow around 10% this June quarter — the strongest showing in four quarters — as the reporting season gathers pace this week. Tata Consultancy Services (TCS) opened the cycle on July 9.,https://m.economictimes.com/markets/stocks/news/q1-results-today-live-updates-wipro-tech-mahindra-bhel-jio-finances-quarter-1-results-earnings-2026-share-price-updates/liveblog/132432215.cms,"https://economictimes.indiatimes.com/thumb/msid-132432215,width-1200,height-900,resizemode-4,imglength-1954489/markets/stocks/news/q1-results-today-live-updates-wipro-tech-mahindra-bhel-jio-finances-quarter-1-results-earnings-2026-share-price-updates.jpg",2026-07-16 07:08:08+00:00,"Shares of HDB Financial Services jumped 4.5% to Rs 786 on the BSE on Thursday after the non-banking financial company reported a strong set of June quarter earnings, with profit rising 38% year-on-ye… [+364 chars]"
"{'id': None, 'name': 'BusinessLine'}",BL Mumbai Bureau,TCS launches NVIDIA-powered Autonomous Engineering Lab in Bengaluru,TCS unveils NVIDIA-powered Autonomous Engineering Lab in Bengaluru to accelerate AI solutions for mobility and manufacturing.,https://www.thehindubusinessline.com/info-tech/tcs-launches-nvidia-powered-autonomous-engineering-lab-in-bengaluru/article71224864.ece,https://bl-i.thgim.com/public/incoming/xagovo/article71224913.ece/alternates/LANDSCAPE_1200/2026-07-13T064101Z_1868146801_RC2NF5AXCF9O_RTRMADP_3_TCS-ABB-DEAL.JPG,2026-07-15 09:44:17+00:00,"Tata Consultancy Services (TCS) launched its Autonomous Engineering Lab powered by NVIDIA at its Global Axis campus in Bengaluru.
The new facility will serve as a physical AI hub to accelerate real-… [+2468 chars]"
"{'id': None, 'name': 'BusinessLine'}",PTI,"Mcap of 4 of top-10 most valued firms jumps ₹92,995 crore; HDFC Bank, Airtel top gainers","The combined market valuation of four of the top-10 most valued firms jumped ₹92,995.48 crore last week, with HDFC Bank and Bharti Airtel emerging as the biggest gainers.",https://www.thehindubusinessline.com/markets/mcap-of-4-of-top-10-most-valued-firms-jumps-92995-crore-hdfc-bank-airtel-top-gainers/article71213442.ece,https://bl-i.thgim.com/public/incoming/vx9ogk/article71213445.ece/alternates/LANDSCAPE_1200/iStock-1255683032.jpg,2026-07-12 07:46:07+00:00,"The combined market valuation of four of the top-10 most valued firms jumped 92,995.48 crore last week, with HDFC Bank and Bharti Airtel emerging as the biggest gainers.
Last week, the BSE benchmark… [+2141 chars]"
"{'id': None, 'name': 'BusinessLine'}",PTI,HCLTech CEO C Vijayakumar’s remuneration jumps 67% to $18.13 million in FY26,"HCLTech Chief Executive Officer and Managing Director C Vijayakumar drew a total remuneration of $18.13 million (about ₹175 crore) in the financial year 2025-26, marking a steep increase of nearly 66.9 per cent over the previous year, according to the company…",https://www.thehindubusinessline.com/info-tech/hcltech-ceo-c-vijayakumars-remuneration-jumps-67-to-1813-million-in-fy26/article71247851.ece,https://bl-i.thgim.com/public/incoming/i176ym/article71247887.ece/alternates/LANDSCAPE_1200/2025-02-24T093222Z_1646405496_RC2T0DA5RN15_RTRMADP_3_INDIA-TECH.JPG,2026-07-21 01:57:51+00:00,"HCLTech Chief Executive Officer and Managing Director C Vijayakumar drew a total remuneration of $18.13 million (about 175 crore) in the financial year 2025-26, marking a steep increase of nearly 66.… [+1957 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Reuters,TCS bags multi-million contract from industrial giant ABB,Tata Consultancy Services has secured a significant contract from ABB. The Indian firm will manage ABB's global network ecosystem using AI. This deal also includes robust cybersecurity offerings for infrastructure protection. The contract extends a long-stand…,https://economictimes.indiatimes.com/tech/information-tech/tcs-bags-multi-million-contract-from-industrial-giant-abb/articleshow/132359331.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-245622,resizemode-75,msid-132359331/tech/information-tech/tcs-bags-multi-million-contract-from-industrial-giant-abb.jpg",2026-07-13 07:00:13+00:00,"Tata Consultancy Services has secured a multi-million contract from Swiss-Swedish industrial technology firm ABB, India's top software services firm said on Monday.Here are some details:
TCS will de… [+402 chars]"
"{'id': None, 'name': 'BusinessLine'}",Vallari Sanzgiri,TCS announces new Global Business Units amid AI-led transformation,"TCS has carved out ‘Autonomous Business Operations’, a dedicated sales organisation focused on driving sales motions specific to such operations.",https://www.thehindubusinessline.com/info-tech/tcs-announces-new-global-business-units-amid-ai-led-transformation/article71214221.ece,https://bl-i.thgim.com/public/incoming/bd3ukp/article71214495.ece/alternates/LANDSCAPE_1200/2026-05-11T153348Z_615350524_RC2NF5A3DJ6P_RTRMADP_3_TATA-CONSULTANCY-INDIA.JPG,2026-07-12 15:41:12+00:00,"Tata Consultancy Services (TCS) on Sunday announced new global business verticals and mutliple leadership transitions for its existing verticals across North America, Europe and global businesses, as… [+4239 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Ranjit Shinde,From deep correction to fresh peaks: 10 stocks soar from 52-week lows to new highs in just three months,"Several large-cap Indian companies have seen their stock prices surge from 52-week lows to highs within just three months. This impressive rally, yielding returns of 22-65%, is attributed to strong March quarter results, optimistic FY27 forecasts, and strateg…",https://economictimes.indiatimes.com/markets/stocks/news/from-deep-correction-to-fresh-peaks-10-stocks-soar-from-52-week-lows-to-new-highs-in-just-three-months/articleshow/132126853.cms,"https://img.etimg.com/thumb/msid-132126858,width-1200,height-630,imgsize-24476,overlay-etmarkets/articleshow.jpg",2026-07-02 01:09:37+00:00,"ET Intelligence Group: From 52-week low to 52-week high, within three months: stocks of 10 companies with market cap above 10,000 crore have achieved this feat helped by robust March quarter performa… [+2009 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,"M-cap of 6 of top 10 most valued firms surges Rs 1 lakh cr; Airtel, Bajaj Fin top winners","In the last week, Indian stock markets thrived, witnessing a remarkable Rs 1 lakh crore increase in the combined market valuation of six leading companies. The surge was largely attributed to Bharti Airtel and Bajaj Finance, which capitalized on favorable equ…",https://economictimes.indiatimes.com/markets/stocks/news/m-cap-of-6-of-top-10-most-valued-firms-surges-rs-1-lakh-cr-airtel-bajaj-fin-top-winners/articleshow/132192191.cms,"https://img.etimg.com/thumb/msid-132192191,width-1200,height-630,imgsize-42830,overlay-etmarkets/articleshow.jpg",2026-07-05 07:06:42+00:00,"The combined market valuation of 6 of the top-10 most valued firms surged by Rs 1 lakh crore last week, with Bharti Airtel and Bajaj Finance emerging as the biggest gainers, amid a largely positive t… [+1685 chars]"
"{'id': None, 'name': 'BusinessLine'}",Ajai  Chowdhry,India can become product nation of the world,"Focus on public investment in research and innovation, govt procurement, and intellectual property creation",https://www.thehindubusinessline.com/opinion/india-can-become-product-nation-of-the-world/article71179737.ece,https://bl-i.thgim.com/public/incoming/q59lpn/article71179742.ece/alternates/LANDSCAPE_1200/BL04_Think_smart_industry.jpg,2026-07-03 15:37:28+00:00,The recently released series Made in India: A Titan Story has lessons on how to rewire during rewired times (especially with fast changing geopolitics). Its the immensely stirring story of how Xerxes… [+6362 chars]
"{'id': None, 'name': 'Livemint'}",Eshita Gain,TCS secures tech contract for New York's JFK Airport's ₹1.8 lakh crore terminal project,"TCS will develop and manage digital infrastructure for New Terminal One at JFK Airport, part of a $19-billion redevelopment project. Details here.",https://www.livemint.com/companies/news/tcs-secures-tech-contract-for-new-yorks-jfk-airports-1-8-lakh-crore-terminal-project-11784021259005.html,https://www.livemint.com/lm-img/img/2026/07/14/1600x900/logo/2-0-279289928-TCS-0_1680501250597_1784023919396_5810ba4b-963e-48b5-9c8c-a94008be98b4.JPG,2026-07-14 10:18:26+00:00,"Tata Consultancy Services (TCS) has secured the technology and innovation contract for new terminal one at New Yorks John F Kennedy (JFK) International Airport, the company said in an exchange filing… [+3365 chars]"
